feature,importance
mid_price,0.83025074
ichimoku_kijun,0.1670587
atr,0.0012944365
Volume,0.00021957477
stoch_k,0.00020654258
fib_pct,0.00017634532
cci,0.0001515865
rsi,0.00014971901
bb_width,0.00013397551
macd,0.00012476453
wrobv,0.00012349468
adx,0.00011002593
