feature,importance
mid_price,0.39588484
ichimoku_span_a,0.26635516
ichimoku_kijun,0.11585645
obv,0.080343224
ema_12,0.05141332
sma_20,0.026974862
ichimoku_tenkan,0.022344505
wma_14,0.0149505725
ichimoku_span_b,0.011322373
bb_upper,0.008601387
bb_lower,0.00505114
atr,0.0002571303
stoch_k,9.074534e-05
fib_pct,9.0531474e-05
rsi,6.595211e-05
cci,6.21048e-05
Volume,5.263919e-05
bb_width,5.192503e-05
stoch_d,4.8935744e-05
macd_signal,4.8377504e-05
