feature,importance
mid_price,0.9656356513239763
ichimoku_kijun,0.03420762728672239
atr,0.0001490812368789999
cci,5.360637155041574e-06
macd,6.537555241600423e-07
wrobv,6.439240673477196e-07
fib_pct,4.1912691853277844e-07
bb_width,1.9340497764142933e-07
rsi,1.894783989506417e-07
adx,1.798253808021569e-07
stoch_k,0.0
Volume,0.0
