feature,importance
mid_price,83.53615764314243
ichimoku_kijun,75.61392409944399
stoch_k,12.317932078575964
macd,11.207026680009614
rsi,11.039075003592814
fib_pct,3.4643852162746875
cci,2.5826608958729715
wrobv,1.3274035439338452
adx,1.0013009760669338
bb_width,0.019216767760857085
Volume,-0.4109408326395491
atr,-0.4328089644906707
