feature,importance
mid_price,0.5159369125568202
ichimoku_kijun,0.5019753322712055
rsi,0.010785876744942469
macd,0.006367138733743194
stoch_k,0.004672178384983849
fib_pct,0.004536993137599965
Volume,0.0009908984396683196
bb_width,0.0009872824717281014
adx,0.0008157081878659933
atr,0.00024962857971894126
wrobv,-3.991182426321682e-05
cci,-9.27364092454197e-05
